policy_id,claim_id,customer_age,customer_gender,customer_state,vehicle_make,vehicle_model,vehicle_year,claim_date,claim_type,claim_amount,deductible,claim_status,annual_premium,is_fraud
POL000564,CLM00000564,54,F,CA,Audi,Sedan,2012,2025-01-07 16:00:29.415798,Uninsured Motorist,2285.27,1000,Approved,1373.82,True
POL000565,CLM00000565,50,M,MI,Toyota,SUV,2021,2025-02-04 16:00:29.415798,Personal Injury Protection,1283.32,2500,Denied,1471.29,False
POL000566,CLM00000566,25,F,OH,Ford,Hatchback,2021,2025-03-25 16:00:29.415798,Liability,4385.92,2500,Approved,1295.51,False
POL000567,CLM00000567,70,M,PA,Chevrolet,SUV,2018,2024-04-18 16:00:29.415798,Uninsured Motorist,4069.2,1000,Approved,1535.14,False
POL000568,CLM00000568,77,F,FL,Chevrolet,Sedan,2020,2024-09-12 16:00:29.415798,Comprehensive,4209.93,500,Under Investigation,1441.66,False
POL000569,CLM00000569,61,M,NC,BMW,Convertible,2011,2024-08-19 16:00:29.415798,Uninsured Motorist,2800.72,1000,Approved,1056.96,False
POL000570,CLM00000570,61,F,CA,Ford,Hatchback,2021,2024-08-19 16:00:29.415798,Collision,2495.73,2500,Denied,1031.01,False
POL000571,CLM00000571,22,M,CA,Ford,Sedan,2021,2025-04-15 16:00:29.415798,Comprehensive,12606.98,1000,Approved,2124.61,False
POL000572,CLM00000572,56,M,CA,Toyota,SUV,2018,2023-12-29 16:00:29.415798,Collision,3188.82,500,Approved,1516.5,False
POL000573,CLM00000573,21,F,FL,Audi,Truck,2014,2024-10-29 16:00:29.415798,Comprehensive,10548.79,250,Approved,1852.45,True
POL000574,CLM00000574,23,F,IL,Kia,Coupe,2017,2024-09-20 16:00:29.415798,Uninsured Motorist,1100.57,500,Denied,2033.5,False
POL000575,CLM00000575,62,M,MI,Toyota,Sedan,2011,2023-11-14 16:00:29.415798,Personal Injury Protection,5373.19,500,Denied,1508.67,False
POL000576,CLM00000576,49,F,FL,Honda,SUV,2015,2025-03-29 16:00:29.415798,Liability,1429.81,2500,Approved,1014.07,False
POL000577,CLM00000577,69,M,GA,Chevrolet,Hatchback,2012,2023-08-19 16:00:29.415798,Collision,1709.32,500,Approved,1706.75,False
POL000578,CLM00000578,47,M,MI,Chevrolet,Sedan,2021,2024-03-10 16:00:29.415798,Uninsured Motorist,1974.55,500,Pending,1330.09,False
POL000579,CLM00000579,64,M,TX,BMW,Sedan,2021,2024-11-02 16:00:29.415798,Personal Injury Protection,1854.56,2500,Approved,1319.18,False
POL000580,CLM00000580,52,F,NC,Honda,Coupe,2023,2025-04-03 16:00:29.415798,Uninsured Motorist,1863.84,2500,Under Investigation,1135.52,False
POL000581,CLM00000581,72,M,FL,Chevrolet,SUV,2019,2025-03-03 16:00:29.415798,Collision,10069.59,250,Approved,1644.4,False
POL000582,CLM00000582,57,M,PA,Toyota,Truck,2014,2025-02-17 16:00:29.415798,Liability,3119.45,1000,Denied,1436.88,False
POL000583,CLM00000583,69,F,MI,Honda,Hatchback,2021,2024-05-02 16:00:29.415798,Uninsured Motorist,3733.33,500,Approved,1233.26,False
POL000584,CLM00000584,33,F,GA,Toyota,SUV,2017,2023-08-28 16:00:29.415798,Comprehensive,1887.18,2500,Under Investigation,1280.11,False
POL000585,CLM00000585,30,F,TX,Kia,Hatchback,2019,2024-01-20 16:00:29.415798,Personal Injury Protection,7022.95,250,Denied,1020.76,False
POL000586,CLM00000586,67,F,IL,Kia,Sedan,2023,2025-04-12 16:00:29.415798,Uninsured Motorist,4251.62,1000,Approved,1780.25,False
POL000587,CLM00000587,77,M,PA,Chevrolet,Coupe,2010,2024-04-06 16:00:29.415798,Personal Injury Protection,2188.72,2500,Approved,1517.5,False
POL000588,CLM00000588,59,M,MI,Chevrolet,Coupe,2014,2024-01-10 16:00:29.415798,Comprehensive,611.38,1000,Denied,1444.78,False
POL000589,CLM00000589,47,M,NC,Audi,Convertible,2012,2023-12-14 16:00:29.415798,Liability,3700.77,1000,Denied,1180.85,False
POL000590,CLM00000590,36,M,PA,Kia,Truck,2013,2023-10-22 16:00:29.415798,Liability,5301.15,500,Approved,1035.05,False
POL000591,CLM00000591,34,F,TX,Hyundai,Coupe,2011,2023-06-19 16:00:29.415798,Comprehensive,1120.08,500,Approved,984.9,False
POL000592,CLM00000592,73,M,PA,Hyundai,Sedan,2018,2023-07-11 16:00:29.415798,Personal Injury Protection,2218.54,2500,Under Investigation,1354.69,False
POL000593,CLM00000593,36,M,NY,BMW,Truck,2012,2024-01-30 16:00:29.415798,Uninsured Motorist,5100.84,1000,Approved,1106.54,False
POL000594,CLM00000594,45,F,OH,Kia,SUV,2011,2024-09-22 16:00:29.415798,Comprehensive,619.6,2500,Denied,1296.21,False
POL000595,CLM00000595,75,M,IL,Toyota,Coupe,2019,2025-02-08 16:00:29.415798,Collision,1557.98,2500,Approved,1167.65,False
POL000596,CLM00000596,72,M,TX,Toyota,Truck,2020,2023-08-07 16:00:29.415798,Personal Injury Protection,4345.56,1000,Under Investigation,1526.81,False
POL000597,CLM00000597,43,M,PA,Mercedes,Sedan,2018,2024-09-02 16:00:29.415798,Liability,9000.35,2500,Pending,1195.06,False
POL000598,CLM00000598,54,M,OH,Honda,Convertible,2016,2024-07-22 16:00:29.415798,Comprehensive,26523.32,1000,Pending,1306.27,False
POL000599,CLM00000599,43,M,OH,Nissan,Hatchback,2015,2025-02-27 16:00:29.415798,Liability,21134.35,1000,Approved,1381.45,True
POL000600,CLM00000600,70,M,PA,Hyundai,Hatchback,2010,2025-01-03 16:00:29.415798,Personal Injury Protection,3441.87,1000,Under Investigation,1608.55,False
POL000601,CLM00000601,79,F,NC,Chevrolet,Sedan,2014,2023-12-10 16:00:29.415798,Liability,1836.79,1000,Approved,1860.94,False
POL000602,CLM00000602,40,F,NY,BMW,Sedan,2021,2025-05-07 16:00:29.415798,Comprehensive,7503.48,250,Approved,1042.96,False
POL000603,CLM00000603,26,M,FL,Nissan,Hatchback,2020,2024-06-21 16:00:29.415798,Personal Injury Protection,1730.92,1000,Approved,1217.84,False
POL000604,CLM00000604,29,M,NY,Ford,Convertible,2023,2024-10-12 16:00:29.415798,Collision,1391.18,500,Approved,1214.9,False
POL000605,CLM00000605,70,F,PA,BMW,Truck,2020,2024-07-07 16:00:29.415798,Comprehensive,2196.75,500,Pending,1452.28,False
POL000606,CLM00000606,18,M,IL,Ford,Hatchback,2012,2024-01-29 16:00:29.415798,Uninsured Motorist,1937.84,500,Approved,2037.42,False
POL000607,CLM00000607,75,M,FL,Kia,Sedan,2010,2023-10-23 16:00:29.415798,Comprehensive,4503.59,1000,Denied,1504.68,False
POL000608,CLM00000608,75,M,TX,Ford,Coupe,2013,2025-03-26 16:00:29.415798,Personal Injury Protection,1632.06,500,Under Investigation,1524.55,False
POL000609,CLM00000609,18,F,NY,Ford,SUV,2022,2025-04-28 16:00:29.415798,Comprehensive,3245.82,250,Under Investigation,1829.12,False
POL000610,CLM00000610,64,M,PA,Audi,Convertible,2011,2023-05-30 16:00:29.415798,Collision,14690.46,2500,Approved,1555.02,True
POL000611,CLM00000611,51,F,NY,Audi,Convertible,2011,2023-09-11 16:00:29.415798,Collision,3368.22,1000,Approved,1516.54,False
POL000612,CLM00000612,49,M,FL,Audi,Coupe,2012,2024-08-02 16:00:29.415798,Uninsured Motorist,13585.28,500,Under Investigation,1144.63,False
POL000613,CLM00000613,79,F,GA,Kia,Coupe,2017,2024-01-04 16:00:29.415798,Liability,9917.5,250,Approved,1232.35,False
POL000614,CLM00000614,71,F,MI,Nissan,Sedan,2017,2023-11-21 16:00:29.415798,Personal Injury Protection,5388.6,2500,Approved,1756.63,False
POL000615,CLM00000615,65,M,NY,BMW,Hatchback,2021,2025-05-06 16:00:29.415798,Personal Injury Protection,2091.94,250,Approved,1558.3,False
POL000616,CLM00000616,42,F,TX,BMW,Truck,2016,2024-11-05 16:00:29.415798,Liability,8438.06,500,Approved,1135.57,False
POL000617,CLM00000617,57,M,TX,Chevrolet,Convertible,2015,2024-09-11 16:00:29.415798,Collision,2321.63,250,Under Investigation,1174.67,False
POL000618,CLM00000618,62,F,CA,Audi,Convertible,2018,2023-07-15 16:00:29.415798,Collision,2974.97,2500,Approved,1524.98,False
POL000619,CLM00000619,70,M,NY,Kia,Coupe,2013,2024-12-15 16:00:29.415798,Comprehensive,4147.24,500,Approved,1664.01,False
POL000620,CLM00000620,18,M,MI,Chevrolet,Hatchback,2021,2024-02-04 16:00:29.415798,Uninsured Motorist,2965.0,2500,Approved,1706.07,False
POL000621,CLM00000621,33,F,NC,Honda,Convertible,2010,2023-09-26 16:00:29.415798,Uninsured Motorist,1450.6,250,Approved,1308.63,False
POL000622,CLM00000622,78,M,OH,Chevrolet,Truck,2017,2024-09-03 16:00:29.415798,Uninsured Motorist,647.36,1000,Approved,1831.85,False
POL000623,CLM00000623,56,M,MI,Nissan,Coupe,2016,2023-10-08 16:00:29.415798,Comprehensive,7778.61,1000,Approved,1447.09,False
POL000624,CLM00000624,22,F,OH,Hyundai,Truck,2016,2024-09-11 16:00:29.415798,Uninsured Motorist,5272.93,1000,Approved,2107.65,False
POL000625,CLM00000625,39,M,OH,Ford,Hatchback,2012,2025-04-07 16:00:29.415798,Liability,533.46,1000,Denied,1402.2,False
POL000626,CLM00000626,46,M,GA,Audi,Convertible,2013,2024-11-18 16:00:29.415798,Comprehensive,1412.64,2500,Approved,1066.81,False
POL000627,CLM00000627,72,F,CA,Hyundai,SUV,2019,2024-12-17 16:00:29.415798,Liability,3565.52,1000,Approved,1745.77,False
POL000628,CLM00000628,20,F,MI,Chevrolet,Convertible,2018,2025-01-23 16:00:29.415798,Comprehensive,4640.48,2500,Approved,1688.51,False
POL000629,CLM00000629,29,M,MI,Kia,Hatchback,2015,2024-04-13 16:00:29.415798,Uninsured Motorist,652.98,500,Approved,1518.22,False
POL000630,CLM00000630,43,M,GA,Ford,Convertible,2014,2024-08-20 16:00:29.415798,Liability,2726.47,1000,Pending,1178.78,False
POL000631,CLM00000631,33,F,NY,BMW,Convertible,2012,2025-02-10 16:00:29.415798,Liability,5113.58,2500,Approved,1474.6,False
POL000632,CLM00000632,68,F,NY,Toyota,Sedan,2018,2024-10-22 16:00:29.415798,Liability,2097.47,1000,Approved,1343.69,False
POL000633,CLM00000633,54,M,NY,Ford,Convertible,2014,2024-08-03 16:00:29.415798,Comprehensive,3850.0,1000,Approved,1268.72,False
POL000634,CLM00000634,39,F,IL,Nissan,Convertible,2014,2024-12-06 16:00:29.415798,Personal Injury Protection,1830.69,1000,Pending,1024.13,False
POL000635,CLM00000635,74,M,OH,Nissan,Truck,2023,2024-08-23 16:00:29.415798,Uninsured Motorist,7399.71,2500,Approved,1627.29,False
POL000636,CLM00000636,46,M,IL,Chevrolet,SUV,2013,2023-11-03 16:00:29.415798,Liability,1340.39,250,Under Investigation,1461.65,False
POL000637,CLM00000637,31,M,CA,Honda,Truck,2023,2024-09-22 16:00:29.415798,Personal Injury Protection,951.39,1000,Approved,1391.07,False
POL000638,CLM00000638,45,M,GA,Nissan,Truck,2013,2024-08-27 16:00:29.415798,Uninsured Motorist,3068.45,1000,Pending,1273.96,False
POL000639,CLM00000639,22,M,MI,Nissan,Coupe,2021,2024-02-14 16:00:29.415798,Uninsured Motorist,710.86,500,Under Investigation,1480.6,False
POL000640,CLM00000640,64,F,OH,Kia,Sedan,2010,2024-02-02 16:00:29.415798,Liability,363.18,250,Approved,1520.06,False
POL000641,CLM00000641,66,F,IL,Chevrolet,Truck,2016,2025-03-07 16:00:29.415798,Liability,8810.82,2500,Approved,1659.95,True
POL000642,CLM00000642,47,F,IL,Ford,Hatchback,2018,2024-03-03 16:00:29.415798,Comprehensive,1114.07,500,Approved,1407.52,False
POL000643,CLM00000643,63,F,PA,Honda,Hatchback,2012,2024-11-08 16:00:29.415798,Personal Injury Protection,785.52,1000,Approved,1436.81,False
POL000644,CLM00000644,79,M,IL,Hyundai,Convertible,2021,2024-10-02 16:00:29.415798,Personal Injury Protection,1323.77,500,Approved,1690.38,False
POL000645,CLM00000645,69,M,NC,Toyota,Coupe,2022,2025-02-24 16:00:29.415798,Liability,1265.66,500,Approved,1469.6,False
POL000646,CLM00000646,22,M,MI,Audi,Sedan,2011,2024-01-24 16:00:29.415798,Uninsured Motorist,2586.05,1000,Approved,2100.26,False
POL000647,CLM00000647,29,M,NC,BMW,Sedan,2012,2024-03-01 16:00:29.415798,Liability,998.76,250,Approved,1335.02,False
POL000648,CLM00000648,33,F,MI,Nissan,Convertible,2010,2024-08-17 16:00:29.415798,Uninsured Motorist,4905.86,250,Approved,1472.41,False
POL000649,CLM00000649,43,M,GA,Chevrolet,Hatchback,2015,2023-08-12 16:00:29.415798,Uninsured Motorist,5688.68,500,Approved,1441.48,False
POL000650,CLM00000650,43,M,MI,Audi,SUV,2020,2025-05-24 16:00:29.415798,Liability,832.98,1000,Approved,984.82,False
POL000651,CLM00000651,65,F,NC,BMW,Coupe,2020,2024-03-12 16:00:29.415798,Collision,1606.64,2500,Pending,1187.33,False
POL000652,CLM00000652,38,F,MI,BMW,Convertible,2016,2024-01-20 16:00:29.415798,Personal Injury Protection,1766.83,500,Approved,980.83,False
POL000653,CLM00000653,56,F,GA,Hyundai,Coupe,2020,2024-02-27 16:00:29.415798,Uninsured Motorist,2527.52,2500,Under Investigation,1021.24,False
POL000654,CLM00000654,53,F,GA,Hyundai,Hatchback,2020,2024-05-02 16:00:29.415798,Uninsured Motorist,8801.55,500,Approved,1320.85,False
POL000655,CLM00000655,50,M,CA,Hyundai,Hatchback,2011,2024-04-16 16:00:29.415798,Collision,9323.69,500,Approved,1484.29,False
POL000656,CLM00000656,79,M,MI,Mercedes,SUV,2017,2024-11-28 16:00:29.415798,Comprehensive,36274.39,1000,Approved,1238.27,False
POL000657,CLM00000657,47,F,PA,Mercedes,SUV,2023,2023-08-15 16:00:29.415798,Collision,308.16,1000,Approved,1230.65,False
POL000658,CLM00000658,54,M,NY,BMW,Sedan,2015,2023-10-13 16:00:29.415798,Collision,1182.88,2500,Under Investigation,1506.53,False
POL000659,CLM00000659,40,M,TX,Hyundai,Coupe,2023,2023-10-26 16:00:29.415798,Uninsured Motorist,18288.16,2500,Denied,1448.58,True
POL000660,CLM00000660,75,M,GA,Kia,Coupe,2013,2024-01-16 16:00:29.415798,Personal Injury Protection,492.4,250,Approved,1526.16,False
POL000661,CLM00000661,27,F,FL,Nissan,Hatchback,2014,2024-06-20 16:00:29.415798,Collision,17876.91,1000,Pending,1422.94,False
POL000662,CLM00000662,71,M,NY,Audi,Sedan,2017,2025-05-04 16:00:29.415798,Comprehensive,3454.22,500,Approved,1528.34,False
POL000663,CLM00000663,22,F,OH,Audi,Convertible,2023,2023-10-28 16:00:29.415798,Liability,3583.63,500,Pending,1582.28,False
POL000664,CLM00000664,53,M,MI,Mercedes,Coupe,2012,2025-05-17 16:00:29.415798,Collision,828.98,250,Pending,1034.84,False
POL000665,CLM00000665,51,M,NC,BMW,Sedan,2012,2023-12-30 16:00:29.415798,Collision,1898.53,1000,Approved,1073.02,True
POL000666,CLM00000666,69,M,TX,Chevrolet,Sedan,2023,2023-07-29 16:00:29.415798,Comprehensive,17109.28,500,Approved,1404.66,True
POL000667,CLM00000667,48,F,FL,Ford,Hatchback,2023,2024-07-22 16:00:29.415798,Personal Injury Protection,2842.15,250,Approved,1518.32,True
POL000668,CLM00000668,27,M,NY,Ford,Sedan,2020,2024-07-15 16:00:29.415798,Collision,1911.23,250,Denied,1439.81,False
POL000669,CLM00000669,75,F,MI,Mercedes,SUV,2013,2024-04-27 16:00:29.415798,Collision,4472.57,500,Approved,1463.62,False
POL000670,CLM00000670,36,F,CA,Chevrolet,SUV,2010,2024-11-30 16:00:29.415798,Personal Injury Protection,2459.67,500,Pending,1255.85,False
POL000671,CLM00000671,75,F,OH,Mercedes,Truck,2018,2024-09-13 16:00:29.415798,Comprehensive,4209.72,2500,Denied,1343.24,False
POL000672,CLM00000672,49,M,TX,Ford,Hatchback,2017,2024-07-23 16:00:29.415798,Collision,1274.44,1000,Approved,1382.61,False
POL000673,CLM00000673,18,M,PA,Chevrolet,Convertible,2017,2023-07-27 16:00:29.415798,Personal Injury Protection,2759.62,2500,Approved,2162.49,False
POL000674,CLM00000674,73,M,CA,Hyundai,Truck,2023,2023-12-22 16:00:29.415798,Collision,1570.15,250,Denied,1324.01,False
POL000675,CLM00000675,22,M,FL,BMW,SUV,2019,2024-07-28 16:00:29.415798,Liability,490.8,500,Approved,1477.64,False
POL000676,CLM00000676,62,F,TX,Audi,Truck,2015,2024-06-26 16:00:29.415798,Uninsured Motorist,4826.89,2500,Under Investigation,1334.33,False
POL000677,CLM00000677,21,F,CA,Kia,Hatchback,2016,2025-01-12 16:00:29.415798,Liability,868.03,250,Approved,1946.26,False
POL000678,CLM00000678,33,F,OH,Honda,Hatchback,2015,2025-05-06 16:00:29.415798,Collision,2528.19,1000,Approved,1201.28,False
POL000679,CLM00000679,41,M,PA,BMW,Sedan,2018,2023-06-14 16:00:29.415798,Comprehensive,7525.62,500,Approved,1346.34,False
POL000680,CLM00000680,33,F,CA,Hyundai,Coupe,2012,2025-01-03 16:00:29.415798,Uninsured Motorist,666.6,2500,Denied,1290.37,False
POL000681,CLM00000681,72,M,IL,Ford,Sedan,2023,2024-06-17 16:00:29.415798,Liability,5457.16,1000,Approved,1332.42,False
POL000682,CLM00000682,19,F,PA,Hyundai,Hatchback,2012,2024-09-24 16:00:29.415798,Personal Injury Protection,2208.76,2500,Under Investigation,1797.96,True
POL000683,CLM00000683,66,M,FL,Mercedes,SUV,2012,2023-05-31 16:00:29.415798,Comprehensive,1133.97,250,Approved,1460.24,False
POL000684,CLM00000684,45,M,OH,Chevrolet,Convertible,2019,2024-05-19 16:00:29.415798,Liability,22537.22,1000,Under Investigation,1488.15,True
POL000685,CLM00000685,49,F,MI,Audi,SUV,2012,2024-03-25 16:00:29.415798,Personal Injury Protection,2979.3,2500,Approved,1536.54,False
POL000686,CLM00000686,44,F,NC,Nissan,Sedan,2018,2024-06-27 16:00:29.415798,Collision,1689.03,1000,Approved,1495.8,False
POL000687,CLM00000687,37,F,NC,Mercedes,Convertible,2021,2024-07-27 16:00:29.415798,Personal Injury Protection,1366.2,250,Under Investigation,1391.51,False
POL000688,CLM00000688,41,F,NC,BMW,Hatchback,2013,2024-11-26 16:00:29.415798,Liability,7195.15,1000,Approved,1311.0,False
POL000689,CLM00000689,29,M,TX,Mercedes,SUV,2022,2024-12-04 16:00:29.415798,Liability,1616.38,2500,Approved,1373.56,False
POL000690,CLM00000690,67,F,FL,BMW,Hatchback,2016,2025-01-31 16:00:29.415798,Collision,6351.96,250,Approved,1828.16,False
POL000691,CLM00000691,52,F,OH,Nissan,Convertible,2023,2024-01-05 16:00:29.415798,Personal Injury Protection,2973.57,500,Under Investigation,1110.0,False
POL000692,CLM00000692,77,F,PA,Toyota,Convertible,2018,2024-10-05 16:00:29.415798,Personal Injury Protection,9101.44,2500,Pending,1537.29,False
POL000693,CLM00000693,50,M,TX,Audi,SUV,2020,2024-01-04 16:00:29.415798,Collision,1050.96,2500,Approved,1373.76,False
POL000694,CLM00000694,50,M,FL,Kia,Hatchback,2021,2024-02-28 16:00:29.415798,Personal Injury Protection,1208.26,250,Approved,1367.55,False
POL000695,CLM00000695,78,F,MI,Kia,Truck,2016,2024-08-13 16:00:29.415798,Collision,2250.7,250,Under Investigation,1333.64,False
POL000696,CLM00000696,68,M,IL,Honda,Hatchback,2018,2024-10-03 16:00:29.415798,Comprehensive,2445.33,500,Approved,1574.45,False
POL000697,CLM00000697,60,F,OH,Hyundai,Convertible,2021,2023-06-23 16:00:29.415798,Liability,2091.09,2500,Pending,1437.55,False
POL000698,CLM00000698,54,M,NC,Toyota,Hatchback,2012,2024-06-26 16:00:29.415798,Comprehensive,41416.74,250,Approved,1245.05,False
POL000699,CLM00000699,29,M,CA,Kia,Sedan,2013,2024-05-03 16:00:29.415798,Uninsured Motorist,23464.57,500,Pending,1435.98,False
POL000700,CLM00000700,20,M,OH,Mercedes,Truck,2023,2025-04-08 16:00:29.415798,Uninsured Motorist,4020.07,500,Denied,1763.89,False
POL000701,CLM00000701,18,M,GA,Hyundai,Coupe,2017,2025-04-19 16:00:29.415798,Uninsured Motorist,4523.19,250,Under Investigation,2284.88,False
POL000702,CLM00000702,50,F,FL,Toyota,Sedan,2015,2024-07-12 16:00:29.415798,Collision,2353.29,2500,Denied,1280.36,False
POL000703,CLM00000703,57,F,NY,Chevrolet,Coupe,2014,2023-11-10 16:00:29.415798,Personal Injury Protection,1043.33,1000,Approved,1317.57,False
POL000704,CLM00000704,27,F,MI,Chevrolet,SUV,2022,2024-09-14 16:00:29.415798,Comprehensive,2484.75,1000,Approved,978.82,False
POL000705,CLM00000705,60,M,IL,Hyundai,Coupe,2013,2023-10-02 16:00:29.415798,Comprehensive,6445.37,500,Approved,1062.16,False
POL000706,CLM00000706,61,F,MI,BMW,Hatchback,2017,2025-02-20 16:00:29.415798,Comprehensive,10999.74,1000,Denied,1339.76,True
POL000707,CLM00000707,46,F,OH,BMW,Coupe,2010,2024-11-21 16:00:29.415798,Comprehensive,8068.38,1000,Denied,1211.92,False
POL000708,CLM00000708,30,F,NY,Mercedes,Convertible,2023,2023-06-21 16:00:29.415798,Uninsured Motorist,658.67,250,Under Investigation,1264.9,False
POL000709,CLM00000709,29,M,GA,Toyota,Sedan,2018,2024-07-01 16:00:29.415798,Comprehensive,2232.27,500,Approved,997.78,False
POL000710,CLM00000710,48,M,PA,Toyota,Sedan,2010,2025-01-20 16:00:29.415798,Personal Injury Protection,686.17,2500,Approved,1460.48,False
POL000711,CLM00000711,63,M,CA,Hyundai,Coupe,2017,2024-12-22 16:00:29.415798,Uninsured Motorist,9593.52,500,Approved,1430.7,False
POL000712,CLM00000712,19,F,NY,Ford,Sedan,2013,2025-04-02 16:00:29.415798,Comprehensive,1973.6,250,Denied,1606.82,False
POL000713,CLM00000713,78,F,FL,Chevrolet,Convertible,2018,2023-06-21 16:00:29.415798,Collision,2843.78,1000,Approved,1608.72,False
POL000714,CLM00000714,68,F,NC,Toyota,Sedan,2023,2023-08-18 16:00:29.415798,Liability,4817.69,2500,Approved,1741.19,False
POL000715,CLM00000715,67,M,GA,Hyundai,Coupe,2020,2025-03-13 16:00:29.415798,Liability,47388.74,500,Under Investigation,1613.41,False
POL000716,CLM00000716,52,M,CA,Nissan,Truck,2014,2024-08-05 16:00:29.415798,Liability,3898.22,1000,Approved,1146.24,False
POL000717,CLM00000717,40,F,IL,Honda,Truck,2012,2023-10-10 16:00:29.415798,Uninsured Motorist,2348.96,500,Approved,1353.67,False
POL000718,CLM00000718,34,M,NC,Nissan,SUV,2018,2024-09-08 16:00:29.415798,Comprehensive,861.74,2500,Approved,1086.28,False
POL000719,CLM00000719,43,M,OH,Audi,Sedan,2020,2023-11-27 16:00:29.415798,Uninsured Motorist,12818.43,500,Denied,1150.95,False
POL000720,CLM00000720,25,M,NY,Mercedes,Coupe,2023,2023-07-15 16:00:29.415798,Personal Injury Protection,2485.83,500,Approved,1104.04,False
POL000721,CLM00000721,46,M,CA,Toyota,Sedan,2023,2024-02-15 16:00:29.415798,Collision,15633.05,500,Denied,1294.16,False
POL000722,CLM00000722,43,F,TX,Audi,Hatchback,2018,2024-06-16 16:00:29.415798,Collision,9005.7,1000,Approved,1024.94,False
POL000723,CLM00000723,27,M,PA,Kia,Convertible,2013,2024-04-24 16:00:29.415798,Liability,1876.28,2500,Under Investigation,1519.99,False
POL000724,CLM00000724,43,M,PA,Audi,Sedan,2020,2023-12-27 16:00:29.415798,Liability,740.79,2500,Approved,1160.11,False
POL000725,CLM00000725,79,M,GA,Hyundai,Sedan,2013,2024-09-01 16:00:29.415798,Liability,3914.99,1000,Approved,1309.66,False
POL000726,CLM00000726,51,M,IL,Toyota,Truck,2021,2024-04-23 16:00:29.415798,Comprehensive,1611.78,1000,Denied,1257.93,False
POL000727,CLM00000727,68,F,GA,Honda,Convertible,2017,2024-05-04 16:00:29.415798,Personal Injury Protection,3100.58,1000,Denied,1351.44,False
POL000728,CLM00000728,58,F,TX,Hyundai,Coupe,2011,2024-06-16 16:00:29.415798,Personal Injury Protection,8510.45,250,Approved,1280.94,False
POL000729,CLM00000729,24,M,FL,Hyundai,Sedan,2018,2024-03-04 16:00:29.415798,Personal Injury Protection,570.45,500,Under Investigation,1753.66,False
POL000730,CLM00000730,21,M,IL,Mercedes,Truck,2022,2024-07-29 16:00:29.415798,Personal Injury Protection,3883.97,500,Approved,1558.86,True
POL000731,CLM00000731,75,M,MI,Mercedes,SUV,2023,2024-02-07 16:00:29.415798,Liability,6371.54,2500,Pending,1343.44,False
POL000732,CLM00000732,70,M,FL,Chevrolet,Convertible,2015,2023-08-16 16:00:29.415798,Collision,6688.27,500,Under Investigation,1467.68,False
POL000733,CLM00000733,67,M,IL,Chevrolet,Truck,2018,2024-09-17 16:00:29.415798,Liability,762.39,250,Approved,1173.81,False
POL000734,CLM00000734,62,M,IL,BMW,Truck,2017,2023-06-13 16:00:29.415798,Personal Injury Protection,4533.89,1000,Under Investigation,1422.39,False
POL000735,CLM00000735,28,F,TX,Ford,Truck,2016,2024-11-27 16:00:29.415798,Liability,9932.19,2500,Approved,1333.09,False
POL000736,CLM00000736,46,M,OH,Toyota,Sedan,2022,2023-07-17 16:00:29.415798,Personal Injury Protection,4201.66,2500,Approved,1320.82,False
POL000737,CLM00000737,73,F,TX,Toyota,Sedan,2023,2024-05-17 16:00:29.415798,Uninsured Motorist,2655.28,500,Pending,1545.16,True
POL000738,CLM00000738,53,F,IL,Audi,SUV,2010,2024-01-09 16:00:29.415798,Collision,9317.16,2500,Denied,1314.19,False
POL000739,CLM00000739,42,M,CA,Toyota,Hatchback,2023,2025-03-20 16:00:29.415798,Uninsured Motorist,1488.73,1000,Approved,1520.79,False
POL000740,CLM00000740,38,F,FL,Toyota,Hatchback,2021,2023-08-03 16:00:29.415798,Comprehensive,645.59,2500,Approved,965.14,False
POL000741,CLM00000741,78,F,TX,Ford,Hatchback,2012,2025-03-22 16:00:29.415798,Liability,2439.14,1000,Approved,1186.42,False
POL000742,CLM00000742,74,F,OH,Kia,Convertible,2020,2023-07-05 16:00:29.415798,Comprehensive,5090.06,250,Pending,1289.88,False
POL000743,CLM00000743,53,F,NY,Chevrolet,Convertible,2023,2023-06-25 16:00:29.415798,Liability,8424.81,250,Approved,1060.38,False
POL000744,CLM00000744,27,F,GA,Chevrolet,SUV,2011,2024-02-02 16:00:29.415798,Uninsured Motorist,5066.99,1000,Approved,1068.72,False
POL000745,CLM00000745,54,F,IL,Honda,Convertible,2014,2023-12-15 16:00:29.415798,Personal Injury Protection,6876.2,500,Approved,1363.17,False
POL000746,CLM00000746,26,M,MI,Toyota,Hatchback,2014,2023-06-14 16:00:29.415798,Personal Injury Protection,8478.69,2500,Approved,1235.69,True
POL000747,CLM00000747,41,F,NY,Ford,Hatchback,2014,2025-02-19 16:00:29.415798,Liability,2123.08,500,Approved,1555.07,False
POL000748,CLM00000748,52,F,PA,Chevrolet,Truck,2013,2023-10-28 16:00:29.415798,Personal Injury Protection,2571.03,2500,Approved,1096.13,False
POL000749,CLM00000749,66,F,NC,Ford,Convertible,2014,2024-01-24 16:00:29.415798,Uninsured Motorist,10798.56,250,Approved,1375.8,False
POL000750,CLM00000750,52,M,OH,Nissan,Sedan,2012,2023-10-01 16:00:29.415798,Personal Injury Protection,888.77,250,Approved,1550.54,False
POL000751,CLM00000751,65,F,MI,Kia,Sedan,2021,2024-09-20 16:00:29.415798,Uninsured Motorist,4578.53,250,Pending,1459.05,False
